Indicator,State,Phase,Time Period,Time Period Start Date,Time Period End Date,Percent of Population,Region
Symptoms of Depressive Disorder,Massachusetts,3.6,50,2022-10-05,2022-10-17,23.7,Northeast
Symptoms of Depressive Disorder,Michigan,3.6,50,2022-10-05,2022-10-17,22.7,Midwest
Symptoms of Depressive Disorder,Minnesota,3.6,50,2022-10-05,2022-10-17,22.7,Midwest
Symptoms of Depressive Disorder,Mississippi,3.6,50,2022-10-05,2022-10-17,27.3,South
Symptoms of Depressive Disorder,Missouri,3.6,50,2022-10-05,2022-10-17,26.9,Midwest
Symptoms of Depressive Disorder,Montana,3.6,50,2022-10-05,2022-10-17,23.0,West
Symptoms of Depressive Disorder,Nebraska,3.6,50,2022-10-05,2022-10-17,24.1,Midwest
Symptoms of Depressive Disorder,Nevada,3.6,50,2022-10-05,2022-10-17,27.2,West
Symptoms of Depressive Disorder,New Hampshire,3.6,50,2022-10-05,2022-10-17,20.9,Northeast
Symptoms of Depressive Disorder,New Jersey,3.6,50,2022-10-05,2022-10-17,26.5,Northeast
Symptoms of Depressive Disorder,New Mexico,3.6,50,2022-10-05,2022-10-17,28.4,West
Symptoms of Depressive Disorder,New York,3.6,50,2022-10-05,2022-10-17,21.7,Northeast
Symptoms of Depressive Disorder,North Carolina,3.6,50,2022-10-05,2022-10-17,20.7,South
Symptoms of Depressive Disorder,North Dakota,3.6,50,2022-10-05,2022-10-17,22.6,Midwest
Symptoms of Depressive Disorder,Ohio,3.6,50,2022-10-05,2022-10-17,27.0,Midwest
Symptoms of Depressive Disorder,Oklahoma,3.6,50,2022-10-05,2022-10-17,29.4,South
Symptoms of Depressive Disorder,Oregon,3.6,50,2022-10-05,2022-10-17,23.5,West
Symptoms of Depressive Disorder,Pennsylvania,3.6,50,2022-10-05,2022-10-17,25.8,Northeast
Symptoms of Depressive Disorder,Rhode Island,3.6,50,2022-10-05,2022-10-17,23.2,Northeast
Symptoms of Depressive Disorder,South Carolina,3.6,50,2022-10-05,2022-10-17,26.3,South
Symptoms of Depressive Disorder,South Dakota,3.6,50,2022-10-05,2022-10-17,21.1,Midwest
Symptoms of Depressive Disorder,Tennessee,3.6,50,2022-10-05,2022-10-17,25.9,South
Symptoms of Depressive Disorder,Texas,3.6,50,2022-10-05,2022-10-17,30.1,South
Symptoms of Depressive Disorder,Utah,3.6,50,2022-10-05,2022-10-17,26.7,West
Symptoms of Depressive Disorder,Vermont,3.6,50,2022-10-05,2022-10-17,15.5,Northeast
Symptoms of Depressive Disorder,Virginia,3.6,50,2022-10-05,2022-10-17,22.4,South
Symptoms of Depressive Disorder,Washington,3.6,50,2022-10-05,2022-10-17,26.5,West
Symptoms of Depressive Disorder,West Virginia,3.6,50,2022-10-05,2022-10-17,29.8,South
Symptoms of Depressive Disorder,Wisconsin,3.6,50,2022-10-05,2022-10-17,21.0,Midwest
Symptoms of Depressive Disorder,Wyoming,3.6,50,2022-10-05,2022-10-17,17.9,West
Symptoms of Anxiety Disorder,Alabama,3.6,50,2022-10-05,2022-10-17,30.2,South
Symptoms of Anxiety Disorder,Alaska,3.6,50,2022-10-05,2022-10-17,31.0,West
Symptoms of Anxiety Disorder,Arizona,3.6,50,2022-10-05,2022-10-17,35.4,West
Symptoms of Anxiety Disorder,Arkansas,3.6,50,2022-10-05,2022-10-17,39.1,South
Symptoms of Anxiety Disorder,California,3.6,50,2022-10-05,2022-10-17,31.6,West
Symptoms of Anxiety Disorder,Colorado,3.6,50,2022-10-05,2022-10-17,31.2,West
Symptoms of Anxiety Disorder,Connecticut,3.6,50,2022-10-05,2022-10-17,32.1,Northeast
Symptoms of Anxiety Disorder,Delaware,3.6,50,2022-10-05,2022-10-17,28.6,South
Symptoms of Anxiety Disorder,District of Columbia,3.6,50,2022-10-05,2022-10-17,26.1,South
Symptoms of Anxiety Disorder,Florida,3.6,50,2022-10-05,2022-10-17,28.3,South
Symptoms of Anxiety Disorder,Georgia,3.6,50,2022-10-05,2022-10-17,29.5,South
Symptoms of Anxiety Disorder,Hawaii,3.6,50,2022-10-05,2022-10-17,31.3,West
Symptoms of Anxiety Disorder,Idaho,3.6,50,2022-10-05,2022-10-17,29.6,West
Symptoms of Anxiety Disorder,Illinois,3.6,50,2022-10-05,2022-10-17,25.5,Midwest
Symptoms of Anxiety Disorder,Indiana,3.6,50,2022-10-05,2022-10-17,34.9,Midwest
Symptoms of Anxiety Disorder,Iowa,3.6,50,2022-10-05,2022-10-17,28.4,Midwest
Symptoms of Anxiety Disorder,Kansas,3.6,50,2022-10-05,2022-10-17,31.7,Midwest
Symptoms of Anxiety Disorder,Kentucky,3.6,50,2022-10-05,2022-10-17,38.9,South
Symptoms of Anxiety Disorder,Louisiana,3.6,50,2022-10-05,2022-10-17,40.8,South
Symptoms of Anxiety Disorder,Maine,3.6,50,2022-10-05,2022-10-17,33.3,Northeast
Symptoms of Anxiety Disorder,Maryland,3.6,50,2022-10-05,2022-10-17,26.0,South
Symptoms of Anxiety Disorder,Massachusetts,3.6,50,2022-10-05,2022-10-17,35.0,Northeast
Symptoms of Anxiety Disorder,Michigan,3.6,50,2022-10-05,2022-10-17,29.8,Midwest
Symptoms of Anxiety Disorder,Minnesota,3.6,50,2022-10-05,2022-10-17,27.5,Midwest
Symptoms of Anxiety Disorder,Mississippi,3.6,50,2022-10-05,2022-10-17,31.7,South
Symptoms of Anxiety Disorder,Missouri,3.6,50,2022-10-05,2022-10-17,36.3,Midwest
Symptoms of Anxiety Disorder,Montana,3.6,50,2022-10-05,2022-10-17,33.2,West
Symptoms of Anxiety Disorder,Nebraska,3.6,50,2022-10-05,2022-10-17,32.5,Midwest
Symptoms of Anxiety Disorder,Nevada,3.6,50,2022-10-05,2022-10-17,35.7,West
Symptoms of Anxiety Disorder,New Hampshire,3.6,50,2022-10-05,2022-10-17,28.0,Northeast
Symptoms of Anxiety Disorder,New Jersey,3.6,50,2022-10-05,2022-10-17,33.3,Northeast
Symptoms of Anxiety Disorder,New Mexico,3.6,50,2022-10-05,2022-10-17,34.9,West
Symptoms of Anxiety Disorder,New York,3.6,50,2022-10-05,2022-10-17,27.5,Northeast
Symptoms of Anxiety Disorder,North Carolina,3.6,50,2022-10-05,2022-10-17,28.5,South
Symptoms of Anxiety Disorder,North Dakota,3.6,50,2022-10-05,2022-10-17,26.4,Midwest
Symptoms of Anxiety Disorder,Ohio,3.6,50,2022-10-05,2022-10-17,27.7,Midwest
Symptoms of Anxiety Disorder,Oklahoma,3.6,50,2022-10-05,2022-10-17,36.0,South
Symptoms of Anxiety Disorder,Oregon,3.6,50,2022-10-05,2022-10-17,31.1,West
Symptoms of Anxiety Disorder,Pennsylvania,3.6,50,2022-10-05,2022-10-17,30.7,Northeast
Symptoms of Anxiety Disorder,Rhode Island,3.6,50,2022-10-05,2022-10-17,33.8,Northeast
Symptoms of Anxiety Disorder,South Carolina,3.6,50,2022-10-05,2022-10-17,33.9,South
Symptoms of Anxiety Disorder,South Dakota,3.6,50,2022-10-05,2022-10-17,27.0,Midwest
Symptoms of Anxiety Disorder,Tennessee,3.6,50,2022-10-05,2022-10-17,32.1,South
Symptoms of Anxiety Disorder,Texas,3.6,50,2022-10-05,2022-10-17,35.6,South
Symptoms of Anxiety Disorder,Utah,3.6,50,2022-10-05,2022-10-17,32.3,West
Symptoms of Anxiety Disorder,Vermont,3.6,50,2022-10-05,2022-10-17,25.3,Northeast
Symptoms of Anxiety Disorder,Virginia,3.6,50,2022-10-05,2022-10-17,30.0,South
Symptoms of Anxiety Disorder,Washington,3.6,50,2022-10-05,2022-10-17,30.8,West
Symptoms of Anxiety Disorder,West Virginia,3.6,50,2022-10-05,2022-10-17,35.3,South
Symptoms of Anxiety Disorder,Wisconsin,3.6,50,2022-10-05,2022-10-17,26.3,Midwest
Symptoms of Anxiety Disorder,Wyoming,3.6,50,2022-10-05,2022-10-17,25.7,West
Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,3.6,50,2022-10-05,2022-10-17,34.5,South
Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,3.6,50,2022-10-05,2022-10-17,35.9,West
Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,3.6,50,2022-10-05,2022-10-17,39.7,West
Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,3.6,50,2022-10-05,2022-10-17,43.6,South
Symptoms of Anxiety Disorder or Depressive Disorder,California,3.6,50,2022-10-05,2022-10-17,35.7,West
Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,3.6,50,2022-10-05,2022-10-17,35.9,West
Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,3.6,50,2022-10-05,2022-10-17,35.7,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,3.6,50,2022-10-05,2022-10-17,31.5,South
Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,3.6,50,2022-10-05,2022-10-17,31.1,South
Symptoms of Anxiety Disorder or Depressive Disorder,Florida,3.6,50,2022-10-05,2022-10-17,36.1,South
Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,3.6,50,2022-10-05,2022-10-17,34.5,South
Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,3.6,50,2022-10-05,2022-10-17,37.4,West
Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,3.6,50,2022-10-05,2022-10-17,33.4,West
Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,3.6,50,2022-10-05,2022-10-17,28.9,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,3.6,50,2022-10-05,2022-10-17,40.8,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,3.6,50,2022-10-05,2022-10-17,31.8,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,3.6,50,2022-10-05,2022-10-17,36.1,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,3.6,50,2022-10-05,2022-10-17,44.0,South
Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,3.6,50,2022-10-05,2022-10-17,45.6,South
Symptoms of Anxiety Disorder or Depressive Disorder,Maine,3.6,50,2022-10-05,2022-10-17,35.5,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,3.6,50,2022-10-05,2022-10-17,30.3,South
Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,3.6,50,2022-10-05,2022-10-17,39.3,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,3.6,50,2022-10-05,2022-10-17,33.3,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,3.6,50,2022-10-05,2022-10-17,34.6,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,3.6,50,2022-10-05,2022-10-17,37.4,South
Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,3.6,50,2022-10-05,2022-10-17,39.4,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Montana,3.6,50,2022-10-05,2022-10-17,34.9,West
Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,3.6,50,2022-10-05,2022-10-17,35.7,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,3.6,50,2022-10-05,2022-10-17,38.9,West
Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,3.6,50,2022-10-05,2022-10-17,33.2,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,3.6,50,2022-10-05,2022-10-17,38.5,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,3.6,50,2022-10-05,2022-10-17,40.5,West
Symptoms of Anxiety Disorder or Depressive Disorder,New York,3.6,50,2022-10-05,2022-10-17,33.3,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,3.6,50,2022-10-05,2022-10-17,32.7,South
Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,3.6,50,2022-10-05,2022-10-17,31.1,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,3.6,50,2022-10-05,2022-10-17,35.1,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,3.6,50,2022-10-05,2022-10-17,40.3,South
Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,3.6,50,2022-10-05,2022-10-17,34.9,West
Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,3.6,50,2022-10-05,2022-10-17,35.8,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,3.6,50,2022-10-05,2022-10-17,36.1,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,3.6,50,2022-10-05,2022-10-17,39.0,South
Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,3.6,50,2022-10-05,2022-10-17,31.6,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,3.6,50,2022-10-05,2022-10-17,36.3,South
Symptoms of Anxiety Disorder or Depressive Disorder,Texas,3.6,50,2022-10-05,2022-10-17,40.3,South
Symptoms of Anxiety Disorder or Depressive Disorder,Utah,3.6,50,2022-10-05,2022-10-17,37.7,West
Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,3.6,50,2022-10-05,2022-10-17,28.1,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,3.6,50,2022-10-05,2022-10-17,33.5,South
Symptoms of Anxiety Disorder or Depressive Disorder,Washington,3.6,50,2022-10-05,2022-10-17,36.9,West
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,3.6,50,2022-10-05,2022-10-17,38.2,South
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,3.6,50,2022-10-05,2022-10-17,29.9,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,3.6,50,2022-10-05,2022-10-17,27.5,West
Symptoms of Depressive Disorder,Alabama,3.6,51,2022-11-02,2022-11-14,28.8,South
Symptoms of Depressive Disorder,Alaska,3.6,51,2022-11-02,2022-11-14,28.4,West
Symptoms of Depressive Disorder,Arizona,3.6,51,2022-11-02,2022-11-14,24.6,West
Symptoms of Depressive Disorder,Arkansas,3.6,51,2022-11-02,2022-11-14,30.2,South
Symptoms of Depressive Disorder,California,3.6,51,2022-11-02,2022-11-14,24.1,West
Symptoms of Depressive Disorder,Colorado,3.6,51,2022-11-02,2022-11-14,21.9,West
Symptoms of Depressive Disorder,Connecticut,3.6,51,2022-11-02,2022-11-14,21.7,Northeast
Symptoms of Depressive Disorder,Delaware,3.6,51,2022-11-02,2022-11-14,15.3,South
Symptoms of Depressive Disorder,District of Columbia,3.6,51,2022-11-02,2022-11-14,18.1,South
Symptoms of Depressive Disorder,Florida,3.6,51,2022-11-02,2022-11-14,24.1,South
Symptoms of Depressive Disorder,Georgia,3.6,51,2022-11-02,2022-11-14,26.3,South
Symptoms of Depressive Disorder,Hawaii,3.6,51,2022-11-02,2022-11-14,19.0,West
Symptoms of Depressive Disorder,Idaho,3.6,51,2022-11-02,2022-11-14,20.9,West
Symptoms of Depressive Disorder,Illinois,3.6,51,2022-11-02,2022-11-14,21.9,Midwest
Symptoms of Depressive Disorder,Indiana,3.6,51,2022-11-02,2022-11-14,24.5,Midwest
Symptoms of Depressive Disorder,Iowa,3.6,51,2022-11-02,2022-11-14,24.0,Midwest
Symptoms of Depressive Disorder,Kansas,3.6,51,2022-11-02,2022-11-14,25.5,Midwest
Symptoms of Depressive Disorder,Kentucky,3.6,51,2022-11-02,2022-11-14,29.3,South
Symptoms of Depressive Disorder,Louisiana,3.6,51,2022-11-02,2022-11-14,25.7,South
Symptoms of Depressive Disorder,Maine,3.6,51,2022-11-02,2022-11-14,20.2,Northeast
Symptoms of Depressive Disorder,Maryland,3.6,51,2022-11-02,2022-11-14,17.5,South
Symptoms of Depressive Disorder,Massachusetts,3.6,51,2022-11-02,2022-11-14,21.3,Northeast
Symptoms of Depressive Disorder,Michigan,3.6,51,2022-11-02,2022-11-14,21.5,Midwest
Symptoms of Depressive Disorder,Minnesota,3.6,51,2022-11-02,2022-11-14,15.8,Midwest
Symptoms of Depressive Disorder,Mississippi,3.6,51,2022-11-02,2022-11-14,28.9,South
Symptoms of Depressive Disorder,Missouri,3.6,51,2022-11-02,2022-11-14,24.6,Midwest
Symptoms of Depressive Disorder,Montana,3.6,51,2022-11-02,2022-11-14,21.8,West
Symptoms of Depressive Disorder,Nebraska,3.6,51,2022-11-02,2022-11-14,22.7,Midwest
Symptoms of Depressive Disorder,Nevada,3.6,51,2022-11-02,2022-11-14,26.6,West
Symptoms of Depressive Disorder,New Hampshire,3.6,51,2022-11-02,2022-11-14,22.9,Northeast
Symptoms of Depressive Disorder,New Jersey,3.6,51,2022-11-02,2022-11-14,26.7,Northeast
Symptoms of Depressive Disorder,New Mexico,3.6,51,2022-11-02,2022-11-14,27.4,West
Symptoms of Depressive Disorder,New York,3.6,51,2022-11-02,2022-11-14,22.8,Northeast
Symptoms of Depressive Disorder,North Carolina,3.6,51,2022-11-02,2022-11-14,24.7,South
Symptoms of Depressive Disorder,North Dakota,3.6,51,2022-11-02,2022-11-14,25.0,Midwest
Symptoms of Depressive Disorder,Ohio,3.6,51,2022-11-02,2022-11-14,26.5,Midwest
Symptoms of Depressive Disorder,Oklahoma,3.6,51,2022-11-02,2022-11-14,26.5,South
Symptoms of Depressive Disorder,Oregon,3.6,51,2022-11-02,2022-11-14,21.8,West
Symptoms of Depressive Disorder,Pennsylvania,3.6,51,2022-11-02,2022-11-14,26.2,Northeast
Symptoms of Depressive Disorder,Rhode Island,3.6,51,2022-11-02,2022-11-14,19.9,Northeast
Symptoms of Depressive Disorder,South Carolina,3.6,51,2022-11-02,2022-11-14,19.0,South
Symptoms of Depressive Disorder,South Dakota,3.6,51,2022-11-02,2022-11-14,26.5,Midwest
Symptoms of Depressive Disorder,Tennessee,3.6,51,2022-11-02,2022-11-14,25.4,South
Symptoms of Depressive Disorder,Texas,3.6,51,2022-11-02,2022-11-14,25.9,South
Symptoms of Depressive Disorder,Utah,3.6,51,2022-11-02,2022-11-14,20.6,West
Symptoms of Depressive Disorder,Vermont,3.6,51,2022-11-02,2022-11-14,21.0,Northeast
Symptoms of Depressive Disorder,Virginia,3.6,51,2022-11-02,2022-11-14,19.1,South
Symptoms of Depressive Disorder,Washington,3.6,51,2022-11-02,2022-11-14,21.2,West
Symptoms of Depressive Disorder,West Virginia,3.6,51,2022-11-02,2022-11-14,27.3,South
Symptoms of Depressive Disorder,Wisconsin,3.6,51,2022-11-02,2022-11-14,20.9,Midwest
Symptoms of Depressive Disorder,Wyoming,3.6,51,2022-11-02,2022-11-14,23.6,West
Symptoms of Anxiety Disorder,Alabama,3.6,51,2022-11-02,2022-11-14,32.4,South
Symptoms of Anxiety Disorder,Alaska,3.6,51,2022-11-02,2022-11-14,30.6,West
Symptoms of Anxiety Disorder,Arizona,3.6,51,2022-11-02,2022-11-14,29.3,West
Symptoms of Anxiety Disorder,Arkansas,3.6,51,2022-11-02,2022-11-14,36.3,South
Symptoms of Anxiety Disorder,California,3.6,51,2022-11-02,2022-11-14,32.8,West
Symptoms of Anxiety Disorder,Colorado,3.6,51,2022-11-02,2022-11-14,29.7,West
Symptoms of Anxiety Disorder,Connecticut,3.6,51,2022-11-02,2022-11-14,30.9,Northeast
Symptoms of Anxiety Disorder,Delaware,3.6,51,2022-11-02,2022-11-14,23.3,South
Symptoms of Anxiety Disorder,District of Columbia,3.6,51,2022-11-02,2022-11-14,24.4,South
Symptoms of Anxiety Disorder,Florida,3.6,51,2022-11-02,2022-11-14,30.7,South
Symptoms of Anxiety Disorder,Georgia,3.6,51,2022-11-02,2022-11-14,29.2,South
Symptoms of Anxiety Disorder,Hawaii,3.6,51,2022-11-02,2022-11-14,23.7,West
Symptoms of Anxiety Disorder,Idaho,3.6,51,2022-11-02,2022-11-14,31.9,West
Symptoms of Anxiety Disorder,Illinois,3.6,51,2022-11-02,2022-11-14,30.8,Midwest
Symptoms of Anxiety Disorder,Indiana,3.6,51,2022-11-02,2022-11-14,30.9,Midwest
Symptoms of Anxiety Disorder,Iowa,3.6,51,2022-11-02,2022-11-14,27.5,Midwest
Symptoms of Anxiety Disorder,Kansas,3.6,51,2022-11-02,2022-11-14,29.1,Midwest
Symptoms of Anxiety Disorder,Kentucky,3.6,51,2022-11-02,2022-11-14,35.3,South
Symptoms of Anxiety Disorder,Louisiana,3.6,51,2022-11-02,2022-11-14,32.0,South
Symptoms of Anxiety Disorder,Maine,3.6,51,2022-11-02,2022-11-14,25.7,Northeast
Symptoms of Anxiety Disorder,Maryland,3.6,51,2022-11-02,2022-11-14,26.1,South
Symptoms of Anxiety Disorder,Massachusetts,3.6,51,2022-11-02,2022-11-14,29.1,Northeast
Symptoms of Anxiety Disorder,Michigan,3.6,51,2022-11-02,2022-11-14,27.7,Midwest
Symptoms of Anxiety Disorder,Minnesota,3.6,51,2022-11-02,2022-11-14,23.0,Midwest
Symptoms of Anxiety Disorder,Mississippi,3.6,51,2022-11-02,2022-11-14,32.3,South
Symptoms of Anxiety Disorder,Missouri,3.6,51,2022-11-02,2022-11-14,30.8,Midwest
Symptoms of Anxiety Disorder,Montana,3.6,51,2022-11-02,2022-11-14,29.8,West
Symptoms of Anxiety Disorder,Nebraska,3.6,51,2022-11-02,2022-11-14,29.1,Midwest
Symptoms of Anxiety Disorder,Nevada,3.6,51,2022-11-02,2022-11-14,38.3,West
Symptoms of Anxiety Disorder,New Hampshire,3.6,51,2022-11-02,2022-11-14,27.0,Northeast
Symptoms of Anxiety Disorder,New Jersey,3.6,51,2022-11-02,2022-11-14,30.3,Northeast
Symptoms of Anxiety Disorder,New Mexico,3.6,51,2022-11-02,2022-11-14,32.1,West
Symptoms of Anxiety Disorder,New York,3.6,51,2022-11-02,2022-11-14,33.7,Northeast
Symptoms of Anxiety Disorder,North Carolina,3.6,51,2022-11-02,2022-11-14,30.9,South
Symptoms of Anxiety Disorder,North Dakota,3.6,51,2022-11-02,2022-11-14,33.8,Midwest
Symptoms of Anxiety Disorder,Ohio,3.6,51,2022-11-02,2022-11-14,33.4,Midwest
Symptoms of Anxiety Disorder,Oklahoma,3.6,51,2022-11-02,2022-11-14,33.5,South
Symptoms of Anxiety Disorder,Oregon,3.6,51,2022-11-02,2022-11-14,30.9,West
Symptoms of Anxiety Disorder,Pennsylvania,3.6,51,2022-11-02,2022-11-14,34.0,Northeast
Symptoms of Anxiety Disorder,Rhode Island,3.6,51,2022-11-02,2022-11-14,28.2,Northeast
Symptoms of Anxiety Disorder,South Carolina,3.6,51,2022-11-02,2022-11-14,26.1,South
Symptoms of Anxiety Disorder,South Dakota,3.6,51,2022-11-02,2022-11-14,29.4,Midwest
Symptoms of Anxiety Disorder,Tennessee,3.6,51,2022-11-02,2022-11-14,33.3,South
Symptoms of Anxiety Disorder,Texas,3.6,51,2022-11-02,2022-11-14,34.3,South
Symptoms of Anxiety Disorder,Utah,3.6,51,2022-11-02,2022-11-14,29.8,West
Symptoms of Anxiety Disorder,Vermont,3.6,51,2022-11-02,2022-11-14,32.7,Northeast
Symptoms of Anxiety Disorder,Virginia,3.6,51,2022-11-02,2022-11-14,28.5,South
Symptoms of Anxiety Disorder,Washington,3.6,51,2022-11-02,2022-11-14,28.8,West
Symptoms of Anxiety Disorder,West Virginia,3.6,51,2022-11-02,2022-11-14,30.7,South
Symptoms of Anxiety Disorder,Wisconsin,3.6,51,2022-11-02,2022-11-14,25.6,Midwest
Symptoms of Anxiety Disorder,Wyoming,3.6,51,2022-11-02,2022-11-14,30.9,West
Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,3.6,51,2022-11-02,2022-11-14,39.0,South
Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,3.6,51,2022-11-02,2022-11-14,37.8,West
Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,3.6,51,2022-11-02,2022-11-14,34.3,West
Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,3.6,51,2022-11-02,2022-11-14,40.3,South
Symptoms of Anxiety Disorder or Depressive Disorder,California,3.6,51,2022-11-02,2022-11-14,38.2,West
Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,3.6,51,2022-11-02,2022-11-14,33.2,West
Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,3.6,51,2022-11-02,2022-11-14,34.8,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,3.6,51,2022-11-02,2022-11-14,26.4,South
Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,3.6,51,2022-11-02,2022-11-14,28.0,South
Symptoms of Anxiety Disorder or Depressive Disorder,Florida,3.6,51,2022-11-02,2022-11-14,34.6,South
Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,3.6,51,2022-11-02,2022-11-14,35.7,South
Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,3.6,51,2022-11-02,2022-11-14,28.3,West
Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,3.6,51,2022-11-02,2022-11-14,34.0,West
Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,3.6,51,2022-11-02,2022-11-14,35.2,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,3.6,51,2022-11-02,2022-11-14,36.2,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,3.6,51,2022-11-02,2022-11-14,33.7,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,3.6,51,2022-11-02,2022-11-14,35.1,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,3.6,51,2022-11-02,2022-11-14,39.1,South
Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,3.6,51,2022-11-02,2022-11-14,36.9,South
Symptoms of Anxiety Disorder or Depressive Disorder,Maine,3.6,51,2022-11-02,2022-11-14,30.5,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,3.6,51,2022-11-02,2022-11-14,30.1,South
Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,3.6,51,2022-11-02,2022-11-14,33.9,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,3.6,51,2022-11-02,2022-11-14,31.2,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,3.6,51,2022-11-02,2022-11-14,25.6,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,3.6,51,2022-11-02,2022-11-14,39.5,South
Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,3.6,51,2022-11-02,2022-11-14,35.7,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Montana,3.6,51,2022-11-02,2022-11-14,32.9,West
Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,3.6,51,2022-11-02,2022-11-14,33.7,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,3.6,51,2022-11-02,2022-11-14,39.3,West
Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,3.6,51,2022-11-02,2022-11-14,32.4,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,3.6,51,2022-11-02,2022-11-14,35.4,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,3.6,51,2022-11-02,2022-11-14,38.7,West
Symptoms of Anxiety Disorder or Depressive Disorder,New York,3.6,51,2022-11-02,2022-11-14,39.3,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,3.6,51,2022-11-02,2022-11-14,35.2,South
Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,3.6,51,2022-11-02,2022-11-14,36.6,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,3.6,51,2022-11-02,2022-11-14,36.5,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,3.6,51,2022-11-02,2022-11-14,40.0,South
